Functions,100,600,1100,1600,2100,2600,3100,3600,4100,4600,5100,5600,6100,6600,7100,7600,8100,8600,9100,9600
P01,0.6924982309341431,0.7581531047821045,0.7469769716262817,0.7877008199691773,0.8996622323989868,0.8963729858398437,0.8942776203155518,1.062284278869629,0.9435394763946533,1.1845794200897217,1.166349959373474,1.195524311065674,1.2652093410491942,1.3077910184860229,1.2089078187942506,1.3590843439102174,1.4264533996582032,1.6949366331100464,1.5470980167388917,1.4145036220550538
P02,0.64194176197052,0.6566868782043457,0.7668581008911133,0.8360477209091186,0.835839319229126,0.8884378671646118,1.0807447671890258,0.955225658416748,1.0401167154312134,1.096379780769348,1.0617465496063232,1.0913879156112671,1.094066596031189,1.3275441169738769,1.4041338920593263,1.4181728839874268,1.2711420774459838,1.3284337997436524,1.2839279890060424,1.4106602191925048
P03,0.7099423885345459,0.7177708148956299,0.7305031776428222,0.79678316116333,0.857675313949585,0.820702075958252,0.951600193977356,1.0909223079681396,0.9590293645858765,0.9492856025695801,1.0659722566604615,1.1747429370880127,1.09118492603302,1.1116618394851685,1.177563738822937,1.2437675952911378,1.322448468208313,1.290933108329773,1.384891676902771,1.555894637107849
P04,0.5459444284439087,0.7304495096206665,0.7512213706970214,0.8297762393951416,0.9084762096405029,0.8985372304916381,0.9621493816375732,1.0888007640838624,1.0499439477920531,1.1226829528808593,1.2219381093978883,1.0810794591903687,1.2289653062820434,1.2941093921661377,1.3441591024398805,1.4807126998901368,1.4430679082870483,1.4700418710708618,1.3005615711212157,1.4101659059524536
P05,0.5752974510192871,0.749487042427063,0.7841814517974853,0.8048543214797974,0.8759077072143555,0.8797665357589721,0.9101291179656983,1.0830849170684815,1.05077965259552,1.011838960647583,1.249235200881958,1.1781277894973754,1.103385329246521,1.1956822872161865,1.4957721471786498,1.298582172393799,1.3203713178634644,1.265763521194458,1.537477731704712,1.393760371208191
P07,0.6090874910354614,0.7283033609390259,0.7534621477127075,0.7939666032791137,0.9055809020996094,0.8449288368225097,0.9752747774124145,0.9716320514678956,0.9576080322265625,1.0907533645629883,1.0543945550918579,1.1876445770263673,1.3094131231307984,1.1814998865127564,1.239219641685486,1.3552226543426513,1.2930875539779663,1.2707151889801025,1.3459939241409302,1.3714375734329223
P08,0.5886141061782837,0.7158356428146362,0.7577983140945435,0.7927135944366455,0.7991446495056153,0.9398406982421875,1.006473469734192,1.015659999847412,1.0927634239196777,1.0166759967803956,1.0559248685836793,1.0816176414489747,1.1051233291625977,1.29789137840271,1.255192494392395,1.4224584817886352,1.466941499710083,1.4827279090881347,1.407991886138916,1.6404595613479613
P09,0.6766181468963623,0.6581446886062622,0.7499868631362915,0.7950032234191895,0.8270271062850952,0.899103045463562,1.106804895401001,0.9972282409667969,0.9465007543563843,1.1352107763290404,1.1374185800552368,1.1806615352630616,1.2720659971237183,1.2684914827346803,1.4539693593978882,1.2294394016265868,1.2792869091033936,1.3125219106674195,1.5865419387817383,1.4766809701919557
P10,0.42444419860839844,0.718740725517273,0.756901741027832,0.8000402927398682,0.8462837219238282,0.9519534349441529,0.8787682771682739,1.0121459245681763,1.074308943748474,0.9648452520370483,1.0256059408187865,1.0796940565109252,1.174744462966919,1.365328311920166,1.3857059717178344,1.2056283235549927,1.3457850456237792,1.376464319229126,1.2899463415145873,1.3455791234970094
